"id","session_id","category","category_tag","turn","role","text","handover","links","dead_links","timestamp"
"238","309c9312-c10a-42d3-98dd-65e3f146e360","Etablering","","3","bot","<p>Prisen for et teknikerbesøg i forbindelse med fiberinstallation er 699 kr., uanset hvor meget der skal laves. Hvis du ønsker en særlig installation ud over standarden, kan prisen dog være højere </p><p>Giv lyd hvis du har flere spørgsmål </p>","0","[]","[]","2026-02-26 14:46:36"
"237","309c9312-c10a-42d3-98dd-65e3f146e360","Etablering","","3","user","Hvad koster et teknikerbesøg, hvis det viser sig at være nødvendigt?","0","[]","[]","2026-02-26 14:46:36"
"248","309c9312-c10a-42d3-98dd-65e3f146e360","Etablering","","4","bot","<p>Ja, hvis fiberboksen allerede er installeret i din bolig, kan du selv tilslutte din router til den indvendige fiberboks – så er du klar til at bruge internettet </p><p>Har du fiber gennem TDC's netværk, kan du nogle gange få tilsendt en frontplade, som du selv skal montere. Du finder en guide til dette her: <a href=""https://www.hiper.dk/hjaelp/internet-og-wifi/opsaetning-og-guides/installationsmanual"">installationsmanual</a>.</p><p>Skriv tilbage hvis du er i tvivl om noget </p>","0","[""https://www.hiper.dk/hjaelp/internet-og-wifi/opsaetning-og-guides/installationsmanual""]","[]","2026-02-26 14:46:51"
"247","309c9312-c10a-42d3-98dd-65e3f146e360","Etablering","","4","user","Kan jeg selv installere det, hvis alt er klar?","0","[]","[]","2026-02-26 14:46:51"
"218","6f3b8cdc-2dec-4ab9-8f8b-494f0e92eb5a","Etablering","","1","bot","<p>Det kommer typisk an på alder og teknologi. Fiberboksen skal skiftes, hvis den er gammel og ikke længere understøtter en stabil forbindelse, eller hvis den bruger en ældre type fiber, der ikke passer til de løsninger vi tilbyder i dag. 🧠</p><p>Hvis din fiberboks er af nyere dato og tidligere har fungeret fint, kan du sende et billede af den til os på mail, så kan vi vurdere det nærmere.</p><p>Giv lyd hvis det stadig driller 🙌</p>","0","[]","[]","2026-02-26 14:46:10"
"217","6f3b8cdc-2dec-4ab9-8f8b-494f0e92eb5a","Etablering","","1","user","Hvorfor skal fiberboksen skiftes","0","[]","[]","2026-02-26 14:46:10"
"232","6f3b8cdc-2dec-4ab9-8f8b-494f0e92eb5a","Etablering","","2","bot","<p>Det er ikke muligt at se herfra, hvem der betaler for udskiftning af fiberboksen, eller om det er noget du selv skal betale for. Jeg sætter dig i forbindelse med en kollega, som kan give dig et helt præcist svar på det. 🧠</p>","1","[]","[]","2026-02-26 14:46:26"
"231","6f3b8cdc-2dec-4ab9-8f8b-494f0e92eb5a","Etablering","","2","user","Hvem betaler for det? Skal jeg selv betale for den nye fiberboks?","0","[]","[]","2026-02-26 14:46:26"
"228","a096a5ed-d518-430a-8fcb-d445a86ebf27","Etablering","","1","bot","<p>Hvis der ikke allerede er en fiberboks på din adresse, sørger vi for at en tekniker kommer og installerer den, når du bestiller fiber hos Hiper. Du får også en fiber-router med som en del af abonnementet 🏠</p>

<p>Du kan altid logge ind på <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a> for at se detaljer om din bestilling.</p>

<p>Giv lyd hvis du har flere spørgsmål 📝</p>","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-26 14:46:22"
"227","a096a5ed-d518-430a-8fcb-d445a86ebf27","Etablering","","1","user","Hej jeg tror ikke vi har fiberboks? Følger den med?","0","[]","[]","2026-02-26 14:46:22"
"240","a096a5ed-d518-430a-8fcb-d445a86ebf27","Etablering","","2","bot","<p>Der bliver ikke sendt en tekniker automatisk, hvis ikke der er aftalt et besøg på forhånd. Du vil enten modtage en mail med dato for teknikerbesøget, eller blive kontaktet for at aftale tidspunktet først 📝</p><p>Giv lyd hvis du har flere spørgsmål </p>","0","[]","[]","2026-02-26 14:46:37"
"239","a096a5ed-d518-430a-8fcb-d445a86ebf27","Etablering","","2","user","Hvad sker der hvis teknikerbesøget ikke er aftalt? Kommer der automatisk en?","0","[]","[]","2026-02-26 14:46:37"
"250","a096a5ed-d518-430a-8fcb-d445a86ebf27","Etablering","","3","bot","<p>Installationen af selve fiberboksen kræver normalt, at en tekniker kommer ud og udfører arbejdet – både udvendigt og indvendigt på boligen. Det gælder uanset netværksleverandør 🏠</p><p>I enkelte tilfælde, hvis du har fiber via TDC NET og allerede har en fiberboks, kan du selv montere en frontplade. Du får den tilsendt, og du kan finde en guide her: <a href=""https://www.hiper.dk/hjaelp/internet-og-wifi/opsaetning-og-guides/installationsmanual"">installationsmanual</a> ✅</p><p>Giv lyd hvis du har flere spørgsmål </p>","0","[""https://www.hiper.dk/hjaelp/internet-og-wifi/opsaetning-og-guides/installationsmanual""]","[]","2026-02-26 14:46:53"
"249","a096a5ed-d518-430a-8fcb-d445a86ebf27","Etablering","","3","user","Kan jeg installere fiberboksen selv, eller kræver det altid en tekniker?","0","[]","[]","2026-02-26 14:46:53"
"262","a096a5ed-d518-430a-8fcb-d445a86ebf27","Etablering","","4","bot","<p>Et standard teknikerbesøg i forbindelse med fiberinstallation koster 699 kr. Det gælder både, hvis der skal sættes en ny fiberboks op, eller hvis en gammel skal udskiftes ✅</p><p>Hvis du ønsker en særlig installation – fx ekstra gravning eller speciel placering af boksen – kan der komme ekstra omkostninger. Du får besked om priserne undervejs i bestillingen.</p><p>Giv lyd hvis du har flere spørgsmål </p>","0","[]","[]","2026-02-26 14:47:10"
"261","a096a5ed-d518-430a-8fcb-d445a86ebf27","Etablering","","4","user","Hvad koster teknikerbesøget?","0","[]","[]","2026-02-26 14:47:10"
"200","2c0df593-d065-4b08-8a08-d4f86a355b42","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","bot","Der er ikke en fast tidsfrist for, hvornår du skal oplyse om flytning og ny adresse. For at flytte dit abonnement, skal du sende en mail til kundeservice@hiper.dk fra din registrerede mailadresse. Mailen skal indeholde:
<ul><li>Din nuværende adresse</li><li>Din nye adresse</li><li>Fraflytningsdato</li><li>Ønsket lukningsdato (hvis den er anderledes end fraflytningsdatoen)</li><li>Indflytningsdato</li><li>Hvilket produkt du ønsker på den nye adresse</li></ul>
Jo tidligere du giver besked, desto nemmere kan vi planlægge flytningen 🏠

Skriv tilbage hvis du har brug for mere info 🙌","0","[]","[]","2026-02-26 14:45:50"
"199","2c0df593-d065-4b08-8a08-d4f86a355b42","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","user","Hvor lang tid før en flytning skal jeg oplyste om en flytning og den nye addresse?","0","[]","[]","2026-02-26 14:45:50"
"216","2c0df593-d065-4b08-8a08-d4f86a355b42","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","2","bot","<p>Det kommer an på teknikerens planlægning og kapacitet, så vi kan desværre ikke love, at det altid kan ske inden for 2 uger. Hvis der skal en tekniker ud til din adresse, får du besked om et tidsrum for besøget, så snart det er bestilt 🏠</p><p>Hvis du gerne vil høre om mulighederne for et hurtigt besøg, kan jeg sende dig videre til en kollega, der kan tjekke det for dig.</p><p>Giv lyd, hvis du vil have hjælp til det! 🙌</p>","1","[]","[]","2026-02-26 14:46:07"
"215","2c0df593-d065-4b08-8a08-d4f86a355b42","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","2","user","Hvad sker der hvis der skal en tekniker ud – kan det nå at ske inden for 2 uger?","0","[]","[]","2026-02-26 14:46:07"
"192","585066e0-7d6d-4d41-adca-2f7b54644117","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","bot","Jeg sender dig straks videre til en kollega, som kan hjælpe med overdragelse i forbindelse med dødsfald. Du bliver straks sat i kontakt med en af mine menneskelige kollegaer.","1","[]","[]","2026-02-26 14:45:40"
"191","585066e0-7d6d-4d41-adca-2f7b54644117","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","user","jeg har brug for at overdrage abonnenemt i forbindelse med dødsfald","0","[]","[]","2026-02-26 14:45:40"
"208","a78dd7c8-264d-474b-9e43-f428b34ec902","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","bot","<p>Som udgangspunkt er der ingen ekstra udgifter forbundet med at flytte dit abonnement til en ny adresse. Det kan dog koste noget, hvis der skal bestilles tekniker for at få internet på den nye adresse. Prisen på dit abonnement kan også ændre sig, alt efter produkt og adresse.</p><p>Jeg sætter dig i forbindelse med en kollega, som kan hjælpe dig videre med flytningen.</p>","1","[]","[]","2026-02-26 14:46:00"
"207","a78dd7c8-264d-474b-9e43-f428b34ec902","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","user","hej hvad koster det at flytte ardresse","0","[]","[]","2026-02-26 14:46:00"
"204","ee7b782c-b11d-4ae9-bd63-74b396e55224","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","bot","<p>Det kommer an på hvilken type internetforbindelse du får på din nye adresse:</p><ul><li>Hvis du fortsætter med samme forbindelsestype (fx fiber til fiber), kan du typisk genbruge din nuværende router.</li><li>Hvis du skifter til en anden type (fx fra fiber til kabel-tv/COAX), skal du have en ny router.</li></ul><p>Ønsker du at flytte dit abonnement, skal det håndteres af en kollega. Jeg kan sende dig videre, så du får hjælp til flytningen – vil du det? ✅</p>","1","[]","[]","2026-02-26 14:45:52"
"203","ee7b782c-b11d-4ae9-bd63-74b396e55224","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","user","Kan jeg tage min router med på min nye adresse?","0","[]","[]","2026-02-26 14:45:52"
"196","fce0df3b-8ee9-4259-9622-9192402880f7","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","bot","<p>Hvis du ønsker at flytte dit Hiper-abonnement til en ny adresse, skal en kollega hjælpe med processen. Jeg sender dig videre til en kollega, som kan hjælpe dig med at ændre adresse og flytte abonnementet 🚀</p>","1","[]","[]","2026-02-26 14:45:47"
"195","fce0df3b-8ee9-4259-9622-9192402880f7","Flytning/overdragelse","SALES_HANDOVER_EXPECTED","1","user","hvordan ændrer jeg min adresse","0","[]","[]","2026-02-26 14:45:47"
"34","03054a9f-12a4-4e49-b984-db0141a3d593","Hastighed","","1","bot","Øv, det er træls! Lad os kigge på det 🛠️

Der kan være flere grunde til, at du ikke måler den fulde hastighed på 1000 Mbit, selvom dit abonnement lover det:
<ul>
<li>Måler du via Wi-Fi? De fleste enheder kan ikke opnå den fulde hastighed trådløst. Med 5GHz Wi-Fi får du typisk 200-400 Mbit.</li>
<li>For at teste den maksimale hastighed skal du bruge et kablet netværk (LAN) med minimum et CAT5e kabel.</li>
<li>Nogle computere eller netværkskort understøtter ikke 1000 Mbit. Tjek gerne din enheds specifikationer.</li>
<li>Hvis flere enheder bruger nettet samtidig, kan du ikke måle den fulde hastighed på én enhed.</li>
<li>Bruger du VPN, antivirus eller firewall kan det også påvirke målingen.</li>
</ul>
Kan du fortælle, om du måler via kabel eller Wi-Fi? Og hvilken type internet har du hos os (fiber, kabel-tv eller mobilt bredbånd)? 💡

Skriv tilbage hvis det ikke løser det 🙌","0","[]","[]","2026-02-26 14:42:42"
"33","03054a9f-12a4-4e49-b984-db0141a3d593","Hastighed","","1","user","Jeg får kun 100 mbit når mit abonnement siger jeg burde have 1000 mbit","0","[]","[]","2026-02-26 14:42:42"
"52","03054a9f-12a4-4e49-b984-db0141a3d593","Hastighed","","2","bot","<p>Tak for opdateringen. Når du måler 100 Mbit via kabel, kan det skyldes følgende:</p><ul><li>Kabeltype: For at måle 1000 Mbit, skal du bruge et netværkskabel af typen CAT5e eller bedre. Er du sikker på, at kablet er af denne type? 💡</li><li>Netværkskort: Ikke alle computere understøtter 1000 Mbit. Ved du, om dit netværkskort kan trække 1 Gbit?</li></ul><p>Det vil også hjælpe at vide, om du har fiber, kabel-tv (COAX) eller mobilt bredbånd hos os.</p><p>Vend gerne tilbage med de oplysninger, så guider jeg dig videre 🙌</p>","0","[]","[]","2026-02-26 14:43:01"
"51","03054a9f-12a4-4e49-b984-db0141a3d593","Hastighed","","2","user","Jeg tester nu via kabel og får stadig kun 100 mbit. Hvad er næste skridt?","0","[]","[]","2026-02-26 14:43:01"
"66","03054a9f-12a4-4e49-b984-db0141a3d593","Hastighed","","3","bot","Da du allerede har testet med kabel og stadig ikke får den forventede hastighed, sætter jeg dig i forbindelse med en teknisk kollega, som kan undersøge din forbindelse nærmere.","1","[]","[]","2026-02-26 14:43:18"
"65","03054a9f-12a4-4e49-b984-db0141a3d593","Hastighed","","3","user","Kan I tjekke om der er fejl på min linje fra jeres side?","0","[]","[]","2026-02-26 14:43:18"
"44","110ab133-dbaf-4bda-9f3b-1305c46b5791","Hastighed","","1","bot","<p>Det er helt normalt ikke at kunne måle 1000 Mbit/s på WiFi. De fleste enheder kan slet ikke opfange så høj hastighed trådløst. På WiFi, især via 5GHz-frekvensen, kan du typisk forvente hastigheder omkring 200-400 Mbit/s. For at opnå den fulde hastighed kræver det, at du forbinder din enhed direkte til routeren med et netværkskabel. 🧠</p><p>Giv lyd hvis det stadig driller 🙌</p>","0","[]","[]","2026-02-26 14:42:51"
"43","110ab133-dbaf-4bda-9f3b-1305c46b5791","Hastighed","","1","user","Hvordan kan det være jeg ikke tester 1000 mbit på wifi?","0","[]","[]","2026-02-26 14:42:51"
"60","110ab133-dbaf-4bda-9f3b-1305c46b5791","Hastighed","","2","bot","<p>Hiper tilbyder desværre ikke mulighed for at købe en anden router med WiFi 6-understøttelse. De routere, du får med ved bestilling af fiber eller coax, understøtter WiFi 5, men ikke WiFi 6. 🧠</p><p>Hvis du ønsker WiFi 6, kan du altid bruge din egen router sammen med din Hiper-forbindelse. Skriv endelig, hvis du vil høre mere om det eller har andre spørgsmål. 🙌</p>","0","[]","[]","2026-02-26 14:43:09"
"59","110ab133-dbaf-4bda-9f3b-1305c46b5791","Hastighed","","2","user","Kan jeg købe en bedre Hiper-router der understøtter WiFi 6?","0","[]","[]","2026-02-26 14:43:09"
"70","110ab133-dbaf-4bda-9f3b-1305c46b5791","Hastighed","","3","bot","<p>På en fiberforbindelse med 1 Gbit/s kan du forvente op til 900/900 Mbit/s via netværkskabel direkte til routeren. På WiFi vil hastigheden typisk være lavere, afhængigt af din routers teknologi, afstanden til routeren og omgivelserne. Mange oplever realistiske WiFi-hastigheder i området 200-400 Mbit/s indendørs, men det kan variere. Den maksimale hastighed opnås kun via kablet forbindelse. 🧠</p><p>Skriv gerne, hvis du har brug for råd om optimering af dit WiFi. 🙌</p>","0","[]","[]","2026-02-26 14:43:27"
"69","110ab133-dbaf-4bda-9f3b-1305c46b5791","Hastighed","","3","user","Hvad er den bedste WiFi-hastighed jeg realistisk kan forvente indendørs med 1 gbit fiber?","0","[]","[]","2026-02-26 14:43:27"
"92","110ab133-dbaf-4bda-9f3b-1305c46b5791","Hastighed","","4","bot","<p>Her er hvad du kan forvente: WiFi-hastighed kan ikke garanteres, da den påvirkes af fx vægge, afstand, routerens placering og dit udstyrs netværkskort. Du kan få stabilt WiFi, men ikke nødvendigvis samme hastighed som med kabel. 🧠</p><p>Hvis du vil have hjælp til at få mest muligt ud af dit WiFi, kan jeg guide dig om placering af router eller valg af frekvens. Giv lyd hvis du vil have flere tips! 🙌</p>","0","[]","[]","2026-02-26 14:43:47"
"91","110ab133-dbaf-4bda-9f3b-1305c46b5791","Hastighed","","4","user","Hvad sker der hvis jeg klager over at WiFi-hastigheden ikke lever op til mine forventninger?","0","[]","[]","2026-02-26 14:43:47"
"48","23ac62b8-3ba5-42af-b115-43f4aa6d0b18","Hastighed","","1","bot","Det kommer helt an på, om du har fiber, coax (kabel-tv-stik) eller mobilt bredbånd hos os. Kan du fortælle mig, hvilken type forbindelse du har? Så kan jeg hjælpe dig bedst muligt 🧩

Giv lyd, så tager vi den derfra 🙌","0","[]","[]","2026-02-26 14:42:58"
"47","23ac62b8-3ba5-42af-b115-43f4aa6d0b18","Hastighed","","1","user","Min hastighed er lav","0","[]","[]","2026-02-26 14:42:58"
"62","23ac62b8-3ba5-42af-b115-43f4aa6d0b18","Hastighed","","2","bot","<p>Øv, det er træls! Lad os kigge på det 🧩</p><ul><li>Hvis du måler via Wi-Fi: Det er normalt ikke muligt at opnå fuld hastighed trådløst. Prøv at bruge 5 GHz Wi-Fi for bedst mulig hastighed (typisk 200-400 Mbit). Den fulde hastighed kan kun måles med et netværkskabel direkte fra router til computer.</li><li>Hvis du måler med kabel: Sørg for at bruge et netværkskabel af typen CAT5e eller bedre. Ældre kabler kan begrænse hastigheden.</li><li>Tjek om din computers netværkskort understøtter 1000 Mbit/s.</li><li>Sørg for, at andre enheder ikke bruger nettet samtidig, mens du tester – det kan påvirke resultatet.</li><li>VPN, antivirus eller firewall kan også påvirke hastighedsmålingen.</li></ul><p>Giv lyd hvis det stadig driller 🙌</p>","0","[]","[]","2026-02-26 14:43:14"
"61","23ac62b8-3ba5-42af-b115-43f4aa6d0b18","Hastighed","","2","user","Jeg har fiber. Hvad konkret skal jeg gøre nu?","0","[]","[]","2026-02-26 14:43:14"
"78","23ac62b8-3ba5-42af-b115-43f4aa6d0b18","Hastighed","","3","bot","<p>Øv, det er træls! Lad os tage næste skridt 🧩</p><ul><li>Tjek at netværkskablet sidder korrekt mellem routerens blå WAN-port og fiberboksens aktive LAN-port.</li><li>Kontroller at fiberboksen har strøm.</li><li>Nulstil routeren ved at holde reset-knappen inde i 20 sekunder (bemærk: alle ændringer nulstilles).</li><li>Nulstil fiberboksen ved at holde reset-knappen inde i bunden i 20 sekunder, mens den er tændt.</li><li>Tjek for eventuelle driftsproblemer på <a href=""https://drift.hiper.dk"">driftsiden</a>.</li></ul><p>Hvis det stadig ikke virker, kan du fejlmelde forbindelsen via <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a>.</p><p>Skriv tilbage hvis det ikke løser det 🙌</p>","0","[""https://drift.hiper.dk"",""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-26 14:43:37"
"77","23ac62b8-3ba5-42af-b115-43f4aa6d0b18","Hastighed","","3","user","Jeg prøvede at genstarte routeren men det hjalp ikke. Hvad er næste trin?","0","[]","[]","2026-02-26 14:43:37"
"96","23ac62b8-3ba5-42af-b115-43f4aa6d0b18","Hastighed","","4","bot","<p>Ja, garantien på hastighed gælder kun, når du tester med et netværkskabel direkte fra routeren til computeren. Ved Wi-Fi kan du ikke regne med at få den fulde hastighed 🧩</p><p>Giv lyd hvis du har flere spørgsmål 🙌</p>","0","[]","[]","2026-02-26 14:43:55"
"95","23ac62b8-3ba5-42af-b115-43f4aa6d0b18","Hastighed","","4","user","Gælder garantien på hastighed kun ved kabelforbundet test?","0","[]","[]","2026-02-26 14:43:55"
"56","598ef112-fbcf-48c0-a8da-63847fd97614","Hastighed","","1","bot","<p>For at hjælpe dig bedst muligt med dit hastighedsproblem, skal jeg lige bruge lidt flere oplysninger:</p><ul><li>Hvilken type forbindelse har du hos Hiper? (Fiber, kabel-tv/Coax eller 5G internet)</li><li>Måler du hastigheden via netværkskabel direkte fra modem/router, eller via Wi-Fi?</li></ul><p>Det har nemlig stor betydning for, hvilke hastigheder du kan forvente, og hvordan vi bedst fejlsøger. Skriv gerne infoen, så guider jeg dig videre! 🧑‍🔧</p><p>Giv lyd hvis det stadig driller 🖐️</p>","0","[]","[]","2026-02-26 14:43:07"
"55","598ef112-fbcf-48c0-a8da-63847fd97614","Hastighed","","1","user","Jeg har problemer med min hastighed, bruger egen router.","0","[]","[]","2026-02-26 14:43:07"
"72","598ef112-fbcf-48c0-a8da-63847fd97614","Hastighed","","2","bot","<p>Her er de vigtigste krav til din egen router, hvis du vil udnytte hele din hastighed:</p><ul><li>Gigabit LAN-porte (1.000 Mbit/s eller højere)</li><li>En moderne WiFi-standard – helst WiFi 5 (802.11ac) eller nyere</li><li>Brug et netværkskabel af typen CAT5e eller CAT6 mellem modem og router for optimal hastighed</li><li>Routerens hardware skal kunne håndtere den hastighed, du har bestilt</li></ul><p>Vær opmærksom på, at fysiske forhold og routerens placering også kan påvirke din hastighed, hvis du bruger WiFi 🏠</p><p>Skriv tilbage hvis det ikke løser det 🖐️</p>","0","[]","[]","2026-02-26 14:43:27"
"71","598ef112-fbcf-48c0-a8da-63847fd97614","Hastighed","","2","user","Hvad er kravene til min router for at den kan klare den hastighed jeg betaler for?","0","[]","[]","2026-02-26 14:43:27"
"84","598ef112-fbcf-48c0-a8da-63847fd97614","Hastighed","","3","bot","Muligheden for at låne en Hiper-router håndteres af en kollega, da det kræver manuel behandling. Jeg sender dig videre til en, der kan hjælpe dig videre med det 🧑‍🔧","1","[]","[]","2026-02-26 14:43:44"
"83","598ef112-fbcf-48c0-a8da-63847fd97614","Hastighed","","3","user","Kan jeg låne en Hiper-router for at teste om problemet er min router?","0","[]","[]","2026-02-26 14:43:44"
"18","93553597-a5a1-4184-8a6f-0ab1c1009d90","Hastighed","","1","bot","Øv, det er træls! Lad os kigge på det 🛠️

Der kan være flere grunde til, at du ikke oplever den hastighed, du har betalt for:
<ul>
<li>Hvis du måler via Wi-Fi, opnår de fleste enheder ikke den fulde hastighed. På 5GHz Wi-Fi kan du typisk forvente ca. 200-400 Mbit.</li>
<li>For at måle den maksimale hastighed kræves det, at du bruger et netværkskabel (LAN) direkte til routeren.</li>
<li>Kablet skal være mindst et CAT5e (til op til 1000 Mbit) eller CAT6 (hvis du har 2000 Mbit).</li>
<li>Din computers netværkskort skal understøtte den ønskede hastighed.</li>
<li>Hvis flere enheder er online samtidig, kan du ikke måle den fulde hastighed på én enhed.</li>
<li>Bruger du VPN, antivirus eller firewall, kan det også påvirke resultatet.</li>
</ul>
Hvis du allerede har tjekket ovenstående, må du gerne skrive, hvordan du måler hastigheden (Wi-Fi eller kabel, og hvilken type kabel). Så kan jeg hjælpe mere præcist 👍

Skriv tilbage hvis det ikke løser det 🙌","0","[]","[]","2026-02-26 14:42:16"
"17","93553597-a5a1-4184-8a6f-0ab1c1009d90","Hastighed","","1","user","Får ikke leveret den hastighed internet jeg har betalt for","0","[]","[]","2026-02-26 14:42:16"
"32","93553597-a5a1-4184-8a6f-0ab1c1009d90","Hastighed","","2","bot","Øv, det er træls! Lad os kigge på det 🛠️

Hvis du måler via kabel og stadig kun får halvdelen af den forventede hastighed, kan det skyldes flere ting:
<ul>
<li>Kabeltype: For at måle op til 1000 Mbit/s kræves minimum et CAT5e-kabel. Til 2000 Mbit kræves minimum CAT6, og kun LAN-port 4 kan trække 2000 Mbit.</li>
<li>Netværkskortet på din enhed skal understøtte den ønskede hastighed.</li>
<li>Hvis andre enheder bruger netværket samtidig, kan du ikke måle den fulde hastighed på én enhed.</li>
<li>VPN, antivirus eller firewall kan også påvirke måleresultatet.</li>
</ul>
Har du mulighed for at tjekke, hvilken type kabel du bruger, og om dit netværkskort understøtter den hastighed, du måler på? Hvis du allerede har tjekket dette, må du gerne give besked, så vi kan tage næste skridt.

Giv lyd hvis det stadig driller 🙌","0","[]","[]","2026-02-26 14:42:39"
"31","93553597-a5a1-4184-8a6f-0ab1c1009d90","Hastighed","","2","user","Jeg måler via kabel og får stadig kun halvdelen af det jeg betaler for. Hvad nu?","0","[]","[]","2026-02-26 14:42:39"
"46","93553597-a5a1-4184-8a6f-0ab1c1009d90","Hastighed","","3","bot","Øv, det er træls! Lad os kigge på det 🛠️<br><br>Jeg har ikke mulighed for at tjekke selve linjen direkte herfra. Hvis du har fulgt de typiske fejlsøgningstrin og stadig oplever problemer, kan du fejlmelde dit internet via <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a> under Internet-fanen. Så bliver det undersøgt nærmere af en tekniker.<br><br>Giv lyd hvis det stadig driller 🙌","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-26 14:42:57"
"45","93553597-a5a1-4184-8a6f-0ab1c1009d90","Hastighed","","3","user","Kan I se fra jeres side om der er et problem med min linje?","0","[]","[]","2026-02-26 14:42:57"
"64","93553597-a5a1-4184-8a6f-0ab1c1009d90","Hastighed","","4","bot","Hvis du ønsker at få en tekniker ud, skal en kollega hjælpe dig videre med at bestille eller ændre aftalen. Jeg sender dig videre nu, så vi kan få styr på det! 🛠️","1","[]","[]","2026-02-26 14:43:15"
"63","93553597-a5a1-4184-8a6f-0ab1c1009d90","Hastighed","","4","user","Hvornår kan en tekniker komme og kigge på det?","0","[]","[]","2026-02-26 14:43:15"
