"id","session_id","category","category_tag","turn","role","text","handover","links","dead_links","timestamp"
"58","455cbd4a-3fb2-454d-ad49-8405af9baba7","Hastighed","","2","bot","<p>Øv, det er træls! Lad os kigge på det 🧑‍🔧</p><ul><li>Mål hastigheden direkte med kabel fra router til computer. Brug et CAT5e-kabel eller bedre, og tjek at netværkskortet understøtter 1000 Mbit.</li><li>På Wi-Fi kan du bruge 5GHz-frekvensen, men forvent typisk 200-400 Mbit. Fuld hastighed kræver kabel.</li><li>Luk VPN, antivirus og firewall midlertidigt – de kan påvirke hastigheden.</li><li>Undgå at flere enheder bruger netværket samtidig, når du tester.</li></ul><p>Skriv tilbage hvis det stadig ikke hjælper 🙌</p>","0","[]","[]","2026-02-26 20:37:22"
"57","455cbd4a-3fb2-454d-ad49-8405af9baba7","Hastighed","","2","user","Jeg har fiber. Hvad konkret skal jeg gøre nu?","0","[]","[]","2026-02-26 20:37:22"
"76","455cbd4a-3fb2-454d-ad49-8405af9baba7","Hastighed","","3","bot","<p>Øv, det er træls! Lad os tage næste skridt 🛠️</p><ul><li>Tjek at din enhed er forbundet til den rigtige wifi-frekvens: 5 GHz giver høj hastighed tæt på routeren, mens 2.4 GHz rækker længere men er langsommere.</li><li>Du kan manuelt vælge wifi-frekvens på din enhed.</li><li>Hvis problemet fortsætter, kan du prøve at låse wifi-kanalen i routerens admin-panel (192.168.1.1 eller fiber.hiper.dk). Log ind (oplysninger står bag på routeren), gå til Network Settings &gt; Wireless, og vælg fx kanal 1, 6 eller 11 (for 2.4 GHz).</li></ul><p>Hvis du allerede har prøvet det, eller det stadig ikke hjælper, kan du fejlmelde dit internet via <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a>.</p><p>Giv lyd hvis det stadig driller 🙌</p>","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-26 20:37:47"
"75","455cbd4a-3fb2-454d-ad49-8405af9baba7","Hastighed","","3","user","Jeg prøvede at genstarte routeren men det hjalp ikke. Hvad er næste trin?","0","[]","[]","2026-02-26 20:37:47"
"84","455cbd4a-3fb2-454d-ad49-8405af9baba7","Hastighed","","4","bot","<p>Ja, hastighedsgarantien på fiber gælder kun, når du tester med et netværkskabel direkte fra routeren til computeren. Over Wi-Fi kan du næsten aldrig måle den fulde hastighed, så garantien dækker ikke wifi-målinger. 😊</p><p>Skriv tilbage hvis du har flere spørgsmål 👐</p>","0","[]","[]","2026-02-26 20:38:02"
"83","455cbd4a-3fb2-454d-ad49-8405af9baba7","Hastighed","","4","user","Gælder garantien på hastighed kun ved kabelforbundet test?","0","[]","[]","2026-02-26 20:38:02"
"18","7cf5c869-c8b3-47cf-aeef-75f1cb43d0f6","Hastighed","","1","bot","Øv, det er træls! Lad os kigge på det 

Der kan være flere grunde til, at du ikke oplever den hastighed, du har betalt for:
<ul>
<li>Hvis du måler hastigheden via Wi-Fi, får du sjældent den fulde hastighed. De fleste enheder kan ikke opfange så høje hastigheder trådløst. For at få mest muligt ud af dit Wi-Fi, anbefaler vi at bruge 5 GHz frekvensen – her kan du typisk forvente ca. 200-400 Mbit. For at opnå den fulde hastighed skal du bruge et kablet LAN-forbindelse.</li>
<li>Måler du via kabel, skal det være mindst et CAT5e-kabel for op til 1000 Mbit. Har du 2000 Mbit på Coax, kræver det et CAT6-kabel og brug af LAN-port 4.</li>
<li>Din enheds netværkskort kan også sætte begrænsninger. Tjek om det understøtter den ønskede hastighed.</li>
<li>Hvis flere enheder bruger nettet samtidig, vil du ikke kunne måle den fulde hastighed på én enhed.</li>
<li>VPN, antivirus eller firewall kan påvirke målingen.</li>
</ul>
For at jeg kan hjælpe dig bedst muligt: Måler du hastigheden på Wi-Fi eller kabel? Og hvilken type internet har du (fiber, coax eller mobilt bredbånd)?

Giv lyd hvis det stadig driller ","0","[]","[]","2026-02-26 20:36:35"
"17","7cf5c869-c8b3-47cf-aeef-75f1cb43d0f6","Hastighed","","1","user","Får ikke leveret den hastighed internet jeg har betalt for","0","[]","[]","2026-02-26 20:36:35"
"38","7cf5c869-c8b3-47cf-aeef-75f1cb43d0f6","Hastighed","","2","bot","<p>Det kan skyldes flere ting, når du måler lav hastighed via kabel:</p><ul><li>Hvis dit kabel ikke er mindst CAT5e (for op til 1000 Mbit) eller CAT6 (ved 2000 Mbit på Coax/LAN port 4), kan det bremse hastigheden.</li><li>Din computers netværkskort skal understøtte den fulde hastighed – tjek dette i computerens specifikationer.</li><li>Hvis flere enheder bruger nettet samtidig, vil du ikke kunne måle den fulde hastighed på én enhed.</li><li>VPN, antivirus eller firewall kan også påvirke målingen.</li></ul><p>Hvilken type internet har du hos Hiper (fiber, coax eller mobilt bredbånd)? Så kan jeg guide dig mere præcist 😊</p><p>Skriv tilbage hvis det ikke løser det 🙌</p>","0","[]","[]","2026-02-26 20:36:57"
"37","7cf5c869-c8b3-47cf-aeef-75f1cb43d0f6","Hastighed","","2","user","Jeg måler via kabel og får stadig kun halvdelen af det jeg betaler for. Hvad nu?","0","[]","[]","2026-02-26 20:36:57"
"54","7cf5c869-c8b3-47cf-aeef-75f1cb43d0f6","Hastighed","","3","bot","<p>Jeg har desværre ikke mulighed for at tjekke din linje eller se live driftsstatus fra vores side. Hvis du oplever vedvarende problemer, kan du fejlmelde din forbindelse via <a href=""https://www.hiper.dk/mit-hiper/"">Mit Hiper</a> 😊</p><p>Giv lyd hvis det stadig driller 🙌</p>","0","[""https://www.hiper.dk/mit-hiper/""]","[]","2026-02-26 20:37:17"
"53","7cf5c869-c8b3-47cf-aeef-75f1cb43d0f6","Hastighed","","3","user","Kan I se fra jeres side om der er et problem med min linje?","0","[]","[]","2026-02-26 20:37:17"
"68","7cf5c869-c8b3-47cf-aeef-75f1cb43d0f6","Hastighed","","4","bot","Hvis du ønsker et teknikerbesøg, kan jeg sætte dig i forbindelse med en kollega, som kan hjælpe med at aftale det. Jeg sender dig videre nu.","1","[]","[]","2026-02-26 20:37:36"
"67","7cf5c869-c8b3-47cf-aeef-75f1cb43d0f6","Hastighed","","4","user","Hvornår kan en tekniker komme og kigge på det?","0","[]","[]","2026-02-26 20:37:36"
"28","a8eecb42-6e5d-46e0-97a3-a614bf57ae71","Hastighed","","1","bot","Det er helt normalt ikke at måle 1000 Mbit på Wi-Fi, selvom du har en hurtig forbindelse. Her er nogle typiske årsager:<br><ul><li>De fleste enheder kan ikke opnå så høj hastighed via Wi-Fi. Med 5 GHz Wi-Fi kan du typisk forvente ca. 200-400 Mbit.</li><li>For at få fuld hastighed kræver det, at du måler med et kablet LAN-kabel direkte i routeren.</li><li>Hvis du bruger kabel, skal det være mindst et CAT5e-kabel for at understøtte 1000 Mbit/s.</li><li>Din enheds netværkskort kan også være begrænset. Tjek om det understøtter gigabit-hastigheder.</li><li>Andre enheder på netværket eller programmer som VPN, antivirus og firewall kan påvirke målingen.</li></ul>Giv lyd hvis det stadig driller 🤲","0","[]","[]","2026-02-26 20:36:45"
"27","a8eecb42-6e5d-46e0-97a3-a614bf57ae71","Hastighed","","1","user","Hvordan kan det være jeg ikke tester 1000 mbit på wifi?","0","[]","[]","2026-02-26 20:36:45"
"34","a8eecb42-6e5d-46e0-97a3-a614bf57ae71","Hastighed","","2","bot","Du er nu sat i kø til en af vores medarbejdere. Vi besvarer din henvendelse, så snart den næste er ledig. Tak for din tålmodighed 😊","1","[]","[]","2026-02-26 20:36:52"
"33","a8eecb42-6e5d-46e0-97a3-a614bf57ae71","Hastighed","","2","user","Kan jeg købe en bedre Hiper-router der understøtter WiFi 6?","0","[]","[]","2026-02-26 20:36:52"
"48","d5882252-292b-44b6-bc79-c09c2dd81988","Hastighed","","1","bot","<p>Der kan være flere ting, der gør, at du ikke får den forventede hastighed, især når du bruger egen router:</p>
<ul>
<li>Wi-Fi hastighedsmåling: De fleste enheder kan ikke opnå fuld hastighed trådløst. For bedste Wi-Fi-hastighed anbefales 5 GHz, hvor du typisk får 200-400 Mbit. Fuld hastighed kræver kablet LAN.</li>
<li>Kabeltype: For at måle 1000 Mbit/s skal du som minimum bruge et CAT5e-kabel. Til 2000 Mbit kræves CAT6-kabel og den rigtige port på routeren.</li>
<li>Netværkskort: Tjek om din enhed faktisk understøtter den ønskede hastighed.</li>
<li>Flere enheder på netværket: Hvis mange bruger nettet samtidig, påvirker det den samlede hastighed.</li>
<li>VPN, antivirus eller firewall kan påvirke resultatet.</li>
</ul>
<p>Hvis du allerede har tjekket det, må du gerne skrive hvilken teknologi (fiber, coax eller 5G) du bruger, og hvordan du måler hastigheden (kabel eller Wi-Fi). Så kan jeg guide dig mere præcist 🧠</p>
<p>Giv lyd hvis det stadig driller 👋</p>","0","[]","[]","2026-02-26 20:37:11"
"47","d5882252-292b-44b6-bc79-c09c2dd81988","Hastighed","","1","user","Jeg har problemer med min hastighed, bruger egen router.","0","[]","[]","2026-02-26 20:37:11"
"62","d5882252-292b-44b6-bc79-c09c2dd81988","Hastighed","","2","bot","<p>Her er de vigtigste krav til din router, hvis du vil udnytte den fulde hastighed:</p><ul><li>LAN-kabel: Minimum CAT5e for 1000 Mbit, minimum CAT6 for 2000 Mbit (kun LAN-port 4 på routeren kan levere 2000 Mbit).</li><li>Netværkskort: Din enhed skal understøtte 1000 Mbit/s eller højere.</li><li>Wi-Fi: 5 GHz Wi-Fi kan typisk levere 200-400 Mbit. Fuld hastighed kræver kablet LAN-forbindelse.</li><li>Routeren skal have gigabit LAN-porte (1000 Mbps eller højere).</li></ul><p>Hvis du har mange enheder på netværket, eller kører VPN, antivirus eller firewall, kan det også påvirke hastigheden 🧠</p><p>Giv lyd hvis du har brug for mere specifikke krav eller oplever problemer 👋</p>","0","[]","[]","2026-02-26 20:37:29"
"61","d5882252-292b-44b6-bc79-c09c2dd81988","Hastighed","","2","user","Hvad er kravene til min router for at den kan klare den hastighed jeg betaler for?","0","[]","[]","2026-02-26 20:37:29"
"78","d5882252-292b-44b6-bc79-c09c2dd81988","Hastighed","","3","bot","Jeg kan sætte dig i kontakt med en kollega, som kan hjælpe dig med at få en Hiper-router til test. Du bliver straks sendt videre, så du kan få hjælp til det.","1","[]","[]","2026-02-26 20:37:50"
"77","d5882252-292b-44b6-bc79-c09c2dd81988","Hastighed","","3","user","Kan jeg låne en Hiper-router for at teste om problemet er min router?","0","[]","[]","2026-02-26 20:37:50"
